tid,label,lat,lon
3049,142,38.7423688309,-90.365896225
3049,142,38.78874595,-89.9520349333
3049,142,41.8891025298,-87.6307575965
3049,142,41.8904417122,-87.6239383221
3049,142,41.89102077,-87.62351125
3049,142,41.8947664136,-87.623847127
3049,142,41.8920390506,-87.6244211197
3049,142,41.8891025298,-87.6307575965
3049,142,41.8882692679,-87.6354825497
3049,142,41.8889321908,-87.6340019703
3049,142,41.9479207274,-87.6558351517
3049,142,41.9479207274,-87.6558351517
3049,142,41.9476816667,-87.6566379333
3049,142,41.9473701325,-87.6544833183
3049,142,41.9469152897,-87.6542043686
3049,142,41.94073435,-87.65420355
3049,142,41.9301420878,-87.6434909933
3049,142,41.893162217,-87.618120583
3049,142,41.7272476333,-88.0379258833
3049,142,39.09154415,-94.5780801667
3049,142,39.1095638631,-94.5719096141
3049,142,39.04183745,-94.5914053833
3049,142,38.9124658321,-94.6607351303
3049,142,38.9116310095,-94.6376895905
3049,142,39.084500669,-94.5841150612
3050,142,39.2974431129,-94.716053009
3050,142,29.9877985723,-95.3393554688
3050,142,29.987062627,-95.340320585
3050,142,26.0711624187,-80.1420879364
3050,142,26.0338567,-80.1756619333
3050,142,26.052272052,-80.2126407623
3050,142,26.052474465,-80.2107095718
3050,142,26.0531202563,-80.2101409435
3050,142,26.0711624187,-80.1420879364
3050,142,35.2201261779,-80.9439504147
3050,142,39.2974431129,-94.716053009
3050,142,41.4115138761,-81.839196682
3051,142,41.4115138761,-81.839196682
3051,142,41.4099057158,-81.8376739958
3051,142,39.0914997635,-94.5563542843
3051,142,39.09154415,-94.5780801667
3051,142,39.0754547333,-94.5758796333
3051,142,38.9798364667,-94.6327464667
3051,142,39.04183745,-94.5914053833
3051,142,39.0506711667,-94.5980687833
3051,142,39.0937690318,-94.5831439181
3051,142,39.08243725,-94.5818266135
3051,142,39.1088792333,-94.5703326167
3053,142,38.8505371091,-77.0410251617
3053,142,39.03269835,-77.5159924
3053,142,38.899073,-77.07292455
