tid,lat,lon,label
127,40.8340978041072,-73.94526722258809,6
127,40.567196,-73.882576,6
127,40.689912719457396,-73.9815044403076,6
127,40.7085883614824,-73.9910316467285,6
127,40.833165200622396,-73.9418603427692,6
127,40.7085883614824,-73.9910316467285,6
127,40.7590904609109,-73.83005619049071,6
127,40.759478666551104,-73.8300985117754,6
127,40.689912719457396,-73.9815044403076,6
127,40.848758995215995,-73.9382779598236,6
127,40.848845833323004,-73.9384174346924,6
127,40.88214078989179,-74.0422647901029,6
127,40.914177997590706,-74.17763521463101,6
127,40.7572212983984,-73.9915466308594,6
127,40.7617816261867,-73.9850546682068,6
127,40.815540684618,-73.9584234721819,6
127,40.833165200622396,-73.9418603427692,6
127,40.8341815824087,-73.945187330246,6
127,40.8346576535679,-73.9451868588011,6
127,40.833165200622396,-73.9418603427692,6
127,40.8341610206876,-73.94503761167971,6
127,40.833165200622396,-73.9418603427692,6
128,40.660473835167,-73.83029108918642,6
128,40.6086420833785,-73.8190376758575,6
128,40.734055576476294,-73.8708472251892,6
128,40.733372474683705,-73.8711404741537,6
128,40.7631337910326,-73.8752118314646,6
128,40.7572212983984,-73.9915466308594,6
128,40.7564898726738,-73.9862680435181,6
128,40.815540684618,-73.9584234721819,6
128,40.833165200622396,-73.9418603427692,6
128,40.831282826478294,-73.941392502021,6
128,40.6900872257332,-73.9817776229191,6
128,40.8278390825735,-73.92576813697809,6
128,40.833165200622396,-73.9418603427692,6
128,40.7085883614824,-73.9910316467285,6
128,40.6914746462291,-73.9873838424683,6
128,40.7306323510853,-73.9996371281808,6
128,40.8002312249141,-73.8288116455078,6
128,40.86046649134129,-73.92554283142091,6
129,40.821344149632296,-73.9540386199951,6
129,40.6900872257332,-73.9817776229191,6
129,40.6897825572405,-73.9810752868652,6
129,40.6889893757358,-73.98129925131799,6
129,40.662169710863296,-73.86484090153671,6
129,40.6963140173316,-73.9906616720344,6
129,40.688754094088104,-73.9806412614152,6
129,40.7085883614824,-73.9910316467285,6
129,40.771059262528404,-73.9176545604588,6
129,40.7660790376824,-73.88352870941159,6
129,40.803291864361896,-73.9328276594543,6
129,40.6904333657826,-73.9852809906006,6
129,40.6900872257332,-73.9817776229191,6
129,40.689912719457396,-73.9815044403076,6
129,40.6963140173316,-73.9906616720344,6
129,40.688754094088104,-73.9806412614152,6
129,40.7661619622658,-73.9775764953862,6
129,40.833165200622396,-73.9418603427692,6
129,40.6900872257332,-73.9817776229191,6
129,40.7136501283367,-73.830267186553,6
129,40.6901232953871,-73.9840790213382,6
129,40.8079950658704,-73.9638555049896,6
130,40.833165200622396,-73.9418603427692,6
130,40.675536508907705,-73.8717549157205,6
130,40.6990888502098,-73.80676279569451,6
130,40.7519046092262,-73.9866960394024,6
130,40.7014573241921,-74.01321428847191,6
130,40.8332608333333,-73.94581555,6
130,40.8173027038574,-73.9585418701172,6
130,40.773839,-73.87122,6
130,40.7631337910326,-73.8752118314646,6
130,40.7592855009274,-73.83078575134279,6
130,40.7590904609109,-73.83005619049071,6
130,40.83429877508829,-74.0979492166034,6
130,40.914177997590706,-74.17763521463101,6
132,40.833165200622396,-73.9418603427692,6
132,40.6900872257332,-73.9817776229191,6
132,40.7700768232489,-73.917989730835,6
132,40.773839,-73.87122,6
132,40.833165200622396,-73.9418603427692,6
132,40.6996886534352,-73.80783123752809,6
132,40.6900872257332,-73.9817776229191,6
132,40.6904333657826,-73.9852809906006,6
132,40.833165200622396,-73.9418603427692,6
132,40.7085883614824,-73.9910316467285,6
132,40.833165200622396,-73.9418603427692,6
134,40.5769992443877,-73.98152589797971,6
134,40.6526759641946,-74.0021467208862,6
134,40.6557390232741,-73.90721698547141,6
134,40.619474114084504,-73.9899587631226,6
134,40.7085883614824,-73.9910316467285,6
134,40.6880585097395,-73.9804905425158,6
134,40.7085883614824,-73.9910316467285,6
134,40.6914746462291,-73.9873838424683,6
134,40.831282826478294,-73.941392502021,6
134,40.833165200622396,-73.9418603427692,6
134,40.8341815824087,-73.945187330246,6
134,40.6053194625755,-73.9804116926189,6
134,40.577455581208504,-73.9812469482422,6
134,40.7564898726738,-73.9862680435181,6
134,40.8341610206876,-73.94503761167971,6
134,40.577455581208504,-73.9812469482422,6
134,40.6900872257332,-73.9817776229191,6
134,40.815540684618,-73.9584234721819,6
134,40.8192174354861,-73.9571721746063,6
134,40.7564898726738,-73.9862680435181,6
134,40.855947020185205,-73.9008381921455,6
134,40.8660975573721,-73.8943862915039,6
137,40.833165200622396,-73.9418603427692,6
137,40.6880585097395,-73.9804905425158,6
137,40.7679967046751,-73.9818906784058,6
137,40.833165200622396,-73.9418603427692,6
137,40.6900872257332,-73.9817776229191,6
137,40.69014050272521,-73.9819765090942,6
137,40.750724,-73.987128,6
137,40.7497034836652,-73.9878129959106,6
137,40.7519046092262,-73.9866960394024,6
137,40.689912719457396,-73.9815044403076,6
137,40.833165200622396,-73.9418603427692,6
137,40.833165200622396,-73.9418603427692,6
137,40.5937675777609,-74.1353130340576,6
137,40.6336490127072,-74.1299458294018,6
137,40.744982701929395,-73.90409938347992,6
137,40.7669064372843,-73.9213804898498,6
137,40.726102567113706,-73.8951482014169,6
137,40.775234999999995,-73.9348447322845,6
137,40.765006420148204,-73.88726234436041,6
138,40.833165200622396,-73.9418603427692,6
138,40.630727792284006,-73.9771270751953,6
138,40.6347866881065,-74.02351989123409,6
138,40.6900872257332,-73.9817776229191,6
138,40.756506126666295,-73.9880275726318,6
138,40.7600867919055,-73.99918377442721,6
138,40.7317954706149,-73.9856725931168,6
138,40.7348919181315,-73.9912194013596,6
138,40.7199733783619,-73.97875785827641,6
138,40.7378241119311,-74.00020077824591,6
138,40.7269335438612,-74.005880355835,6
138,40.688754094088104,-73.9806412614152,6
138,40.8278390825735,-73.92576813697809,6
138,40.833165200622396,-73.9418603427692,6
138,40.756506126666295,-73.9880275726318,6
138,40.6900872257332,-73.9817776229191,6
138,40.689912719457396,-73.9815044403076,6
138,40.815540684618,-73.9584234721819,6
139,40.756506126666295,-73.9880275726318,6
139,40.6900872257332,-73.9817776229191,6
139,40.6904333657826,-73.9852809906006,6
139,40.815540684618,-73.9584234721819,6
139,40.6900872257332,-73.9817776229191,6
139,40.6880585097395,-73.9804905425158,6
139,40.7795008576189,-73.9558461945179,6
139,40.8278390825735,-73.92576813697809,6
139,40.833165200622396,-73.9418603427692,6
139,40.689612,-73.981096,6
139,40.7085883614824,-73.9910316467285,6
139,40.7540712357943,-73.9844635415781,6
139,40.7586233891381,-73.98165136086159,6
139,40.71163490408129,-74.01029350146509,6
139,40.8340978041072,-73.94526722258809,6
141,40.7778713492554,-73.9547613949466,7
141,40.7719139204579,-73.95900893890409,7
141,40.772890999999994,-73.958314,7
141,40.801595647680294,-73.94871711730958,7
141,40.8100901727589,-73.9432668685913,7
141,40.7713022794736,-73.961580379552,7
141,40.7245918871832,-73.9971470832825,7
141,40.726535999999996,-74.002342,7
141,40.742670000000004,-73.98247928,7
141,40.7428634599968,-73.98241467112591,7
141,40.8100901727589,-73.9432668685913,7
141,40.773649259291396,-73.98402163019159,7
141,40.773045,-73.962333,7
141,40.7713022794736,-73.961580379552,7
141,40.788449729771294,-73.9488726854324,7
141,40.77211112865999,-73.96095474201341,7
141,40.7719139204579,-73.95900893890409,7
141,40.7740337440581,-73.9668488502502,7
142,40.7933676541078,-73.9482980610387,7
142,40.809270003135204,-73.9490711688995,7
142,40.77211112865999,-73.96095474201341,7
142,40.793673777441896,-73.9488433773094,7
142,40.809270003135204,-73.9490711688995,7
142,40.7719139204579,-73.95900893890409,7
142,40.809270003135204,-73.9490711688995,7
142,40.8100901727589,-73.9432668685913,7
142,40.725535930757104,-73.9967849987352,7
142,40.7264538361829,-73.9985954761505,7
142,40.793673777441896,-73.9488433773094,7
142,40.7719139204579,-73.95900893890409,7
142,40.77211112865999,-73.96095474201341,7
142,40.68670740090929,-73.9777708053589,7
142,40.738001810776794,-74.0042853768993,7
142,40.7934342426835,-73.9487056133441,7
142,40.77211112865999,-73.96095474201341,7
142,40.7738468721964,-73.95948886871341,7
142,40.728156,-73.98126203738279,7
142,40.738005009857204,-74.00434850048791,7
142,40.803422999999995,-73.95276700000001,7
142,40.78345,-73.979015,7
142,40.8343774556165,-73.9387117240386,7
